hpx,n,x,y,z
1170,76,-0.5886811536199886,0.7536312063357954,0.2921099102654404
1472,51,-0.67445600841596,0.2704200431863314,0.6868783198563598
6308,48,-0.9063399921916314,0.22795642877137215,-0.35551277582339
12230,88,0.7009566915621642,-0.6677013294265416,-0.2503122634241162
1824,59,-0.4001222963915401,0.5066500747459503,0.7635628652099914
11399,102,0.13512523657137154,-0.297843944717081,-0.9448876915699813
7183,372,-3.6819089096692286E-4,-0.8540032566273157,-0.5201015601955666
571,93,0.7499554524190754,0.26801085475917236,0.604610027286126
1463,60,-0.5692313044029679,0.30687544728467686,0.7626248709859375
9741,118,-0.1334017842218929,0.5212996525956095,-0.8427520362544391
8076,81,-0.18626087971600339,-0.9446088597328849,0.26994401990432654
1057,70,-0.6474930868649069,0.7516413072748587,0.12496750170744413
5916,252,-0.09593772720687838,0.9773828003274335,0.18803627202717438
11845,99,0.4006662962357187,-0.5333812052336564,-0.7448483720179767
6681,57,-0.9367820504922469,0.30824275179734967,-0.16508122448689014
9629,151,-0.696974599745543,0.35053929869527745,-0.6254455257633676
2579,37,-0.7733699388192459,-0.4137844309383274,0.48011462047259246
1334,44,-0.7583378330326206,0.29122851828766155,0.5830451811428617
8751,53,0.6331927255691012,0.13034694715618453,-0.7627853893821489
343,127,0.017570254076747897,0.7253543129777077,0.6879957556005256
7148,34,-0.8484073167582736,0.08330266502358828,0.5226131948145362
6197,56,-0.9068287691211543,-0.06506876316890302,-0.41621004896573527
6675,56,-0.9406501786654629,0.28289556850496694,-0.18703180045978257
1383,44,-0.7069414949341478,0.16606332263231527,0.6873827897691074
12001,177,0.2630888931100561,-0.7983677002335685,-0.5414965269174183
4432,48,0.772057094097618,0.6320831383382576,-0.06505249246606427
8155,138,0.04240550014259966,-0.8514690492136604,0.5225246061439972
10663,204,-0.45401334193103066,-0.6126086005287525,-0.6468329935967205
11137,84,-0.726459098346587,-0.5102914000270313,-0.46010659921202945
8847,53,0.7143267513445287,0.12655763210331328,-0.6881157783737267
7777,64,-0.2664379360641404,-0.9628617066595615,-0.041636872567634035
8136,125,-0.04523570226325637,-0.9169528893727306,0.39621594542858907
1651,71,-0.36944318904887474,0.5793170791170287,0.7264395751093918
9041,51,0.4149119744342768,0.8292056717959142,-0.3742804232963138
3549,220,0.5391066153653529,-0.01945090383504634,0.8418694357393526
3406,87,0.7611285851082105,-0.17178803974333898,0.6252983356037617
3766,111,0.09224491732313563,-0.660584701263737,0.7449360374662417
4644,53,0.8875881421667016,-0.4205569185567971,-0.18754791237686244
8618,35,0.5137702693180829,0.5405482557561243,-0.6660774880656954
6808,65,-0.8571038385498313,0.5144536300434872,-0.023062657156346547
4127,47,0.8943223537881096,0.0869847597822136,-0.43868458484086825
2909,86,-0.020389545220212496,-0.3528618406926502,0.9353236978256526
2800,28,-0.5449916252202472,-0.13299660222601162,0.8277019533382948
1328,49,-0.78949101003544,0.3254039604345488,0.5202320305672746
5932,157,0.0969774225640135,0.977122077149957,0.18881500962017173
6971,43,-0.9613586697385961,0.04686935830865749,0.27088709065237865
3604,244,0.4508614022984479,-0.752444995974597,0.4799770698607323
9033,50,0.5236685950681756,0.7427539995395332,-0.41702775869089015
11838,135,0.23555188677194117,-0.6658543652125051,-0.7077787060479181
7494,118,0.5737510031096478,-0.8144861727903472,-0.08510489391061503
11763,53,0.8302557997973361,-0.3443300903790167,-0.43810311054474277
9468,165,-0.4861466557922834,0.4860784013390612,-0.726085542854503
9765,130,-0.13216519267336518,0.5671819909801294,-0.8127887347130085
4252,39,0.9451538047685494,-0.09367953097831509,-0.3125949459713846
8043,125,0.04524084452529057,-0.9333975194578101,0.3557787261087362
3758,99,0.019767161038138144,-0.706923830095783,0.7068456628489842
8268,61,0.09614724280203953,0.31195512710002765,-0.9451222761773744
11804,115,0.23985281966714317,-0.5541246386766936,-0.797018154766279
11998,105,0.4005256269647253,-0.7934361579818678,-0.45811507440589155
6514,45,-0.8438266155275713,-0.5349292104839434,0.04017868045907979
9322,169,-0.295446657743588,0.2677039113736664,-0.9169947761095206
7854,46,-0.6544176641197393,-0.7549614602172244,0.04013564215072694
10158,270,-0.4296206465817524,0.8543816262983764,-0.2920277444416694
2365,61,-0.2811614176527667,-0.7293652165245655,0.6235463688387513
3662,274,0.4178465676110891,-0.6596049833895944,0.6246108898389764
500,83,0.05736721762629465,0.5110530221902778,0.8575091664079587
3915,235,0.40324313934826933,-0.24000816254833712,0.8829497734600279
6974,30,-0.9565284817182086,0.02405833530805016,0.29034973419865184
10833,166,-0.5373552172696655,-0.4593177507072737,-0.7071739798693285
603,134,0.5847074722590033,0.42891250186905416,0.6884544828361961
10994,80,-0.828353033364268,-0.3204046406523414,-0.45935204775789196
8135,106,0.0441278928416297,-0.8981173921841823,0.43733768414458796
1712,113,-0.12662211929313952,0.714100208461188,0.6883415029452806
6093,190,-0.021657785597969464,0.887866435899768,0.4594037801943978
9796,159,-0.37096647205676414,0.5312087126805976,-0.7615789728034157
5814,47,0.5320072000023489,0.8424758000233397,0.08371326768753991
5013,65,0.9417270160162542,-0.020798657438291766,0.33550935464785175
6976,38,-0.9634195954768314,-0.19277602994414653,0.1857555591335558
8946,39,0.8295606605021507,0.31822505847750127,-0.45868417324932825
3698,236,0.3699420024088972,-0.6028855802234312,0.7067507370516835
8732,43,0.5562402858848722,0.2385020816191739,-0.7959322823590593
7240,184,0.1310558003782778,-0.8899125617891306,-0.43670489453503974
7569,167,0.3136280654373956,-0.9486107829621954,-0.040006186474219094
9973,378,-0.4077407440793979,0.8123096735014076,-0.4168120630682966
