TIME_stored,BJD_like,QUALITY,SAP_FLUX,PDCSAP_FLUX,SAP_frac_resid_2d,PDCSAP_frac_resid_2d
2.474221746467128014e+03,2.459474221746467054e+06,0.000000000000000000e+00,4.880305175781250000e+03,6.005491699218750000e+03,2.508461506364856319e-03,3.524463140696765251e-03
2.474223135491610719e+03,2.459474223135491833e+06,0.000000000000000000e+00,4.874783691406250000e+03,5.990770507812500000e+03,1.374242516642087963e-03,1.064535387458764859e-03
2.474224524516093425e+03,2.459474224524516147e+06,0.000000000000000000e+00,4.866262207031250000e+03,5.988641113281250000e+03,-3.762341201317687123e-04,7.087111501087317578e-04
2.474225913540691636e+03,2.459474225913540460e+06,0.000000000000000000e+00,4.874000488281250000e+03,5.987303222656250000e+03,1.213357544983528769e-03,4.851481117367217877e-04
2.474227302565174341e+03,2.459474227302565239e+06,0.000000000000000000e+00,4.877375000000000000e+03,5.999967773437500000e+03,1.906547095564814498e-03,2.601408887740408460e-03
2.474228691589772552e+03,2.459474228691589553e+06,0.000000000000000000e+00,4.896863281250000000e+03,6.018742187500000000e+03,5.909814544964309135e-03,5.738634736425218819e-03
2.474230080614371218e+03,2.459474230080614332e+06,0.000000000000000000e+00,4.889841308593750000e+03,6.004041015625000000e+03,4.467366429364627578e-03,3.282052269527824251e-03
2.474231469638969884e+03,2.459474231469639111e+06,0.000000000000000000e+00,4.874337890625000000e+03,5.987182128906250000e+03,1.282666469806681420e-03,4.649132089935559264e-04
2.474232858663568095e+03,2.459474232858663425e+06,0.000000000000000000e+00,4.876488281250000000e+03,5.990846191406250000e+03,1.724398025407802848e-03,1.077182201673299033e-03
2.474234247688166306e+03,2.459474234247688204e+06,0.000000000000000000e+00,4.872322265625000000e+03,5.981367675781250000e+03,8.686183631940735950e-04,-5.066884920762459998e-04
2.474235636712880932e+03,2.459474235636712983e+06,0.000000000000000000e+00,4.851165527343750000e+03,5.988271484375000000e+03,-3.477382220966829252e-03,6.469457413322832195e-04
2.474237025737479144e+03,2.459474237025737297e+06,0.000000000000000000e+00,4.870328125000000000e+03,5.991520507812500000e+03,4.589835600434799545e-04,1.189861236706724057e-03
2.474238414762194679e+03,2.459474238414762076e+06,0.000000000000000000e+00,4.871460449218750000e+03,5.976058105468750000e+03,6.915847129587149311e-04,-1.393923703483235244e-03
2.474239803786793800e+03,2.459474239803786855e+06,0.000000000000000000e+00,4.862873535156250000e+03,5.986639160156250000e+03,-1.072332438903811358e-03,3.741825160485934276e-04
2.474241192811509336e+03,2.459474241192811634e+06,0.000000000000000000e+00,4.882852050781250000e+03,5.996686035156250000e+03,3.031638571309391850e-03,2.053026704931237845e-03
2.474242581836224872e+03,2.459474242581836414e+06,0.000000000000000000e+00,4.880702148437500000e+03,5.994258300781250000e+03,2.590007318059583952e-03,1.647349541871179213e-03
2.474243970860939498e+03,2.459474243970860727e+06,0.000000000000000000e+00,4.873110351562500000e+03,5.988046386718750000e+03,1.030506358366656272e-03,6.093316680879645730e-04
