name,tic,ra_deg,dec_deg,tmag,depth_ppm,duration_h,t0_bjd,disposition,toi_rowupdate,score,rationale,rank
TOI-883.01,123846039,103.369061,-6.507835,9.3722,4860.0,3.65,2459200.686728,PC,2024-09-09 10:08:01,12397.745058904786,"depth 4860 ppm, duration 3.65 h, Tmag 9.37 → score 12398",250
TOI-3091.01,306255021,166.624264,-56.05583,11.9519,15480.0,3.84,2459331.050205,PC,2024-08-22 10:08:01,12346.861273255321,"depth 15480 ppm, duration 3.84 h, Tmag 11.95 → score 12347",251
TOI-2772.01,435934762,83.479821,10.276406,12.8662,23800.0,3.768,2459199.30433,PC,2024-08-22 10:08:01,12342.195010419364,"depth 23800 ppm, duration 3.77 h, Tmag 12.87 → score 12342",252
TOI-476.01,156987351,99.581416,-47.613867,8.8742,4201.1811431,3.0551871,2460687.473242,PC,2025-07-09 16:00:02,12332.47697547694,"depth 4201 ppm, duration 3.06 h, Tmag 8.87 → score 12332",253
TOI-4670.01,404506270,61.665802,-39.44461,14.8743,90070.0,1.663,2459150.617565,PC,2024-08-22 10:08:01,12307.39919576826,"depth 90070 ppm, duration 1.66 h, Tmag 14.87 → score 12307",254
TOI-3340.01,76761591,270.726679,-55.841807,10.9207,9480.0,3.925,2459376.818774,APC,2024-08-22 10:08:01,12291.026863575104,"depth 9480 ppm, duration 3.92 h, Tmag 10.92 → score 12291",255
TOI-5051.01,217933560,261.385143,-44.046683,11.6451,15550.0,2.842,2459379.848245,PC,2025-08-27 12:03:56,12289.166552266173,"depth 15550 ppm, duration 2.84 h, Tmag 11.65 → score 12289",256
TOI-2351.01,290036495,192.661632,-14.565099,12.1103,22612.2943943,2.0606876,2459552.675285,APC,2026-01-10 10:08:01,12282.611347011702,"depth 22612 ppm, duration 2.06 h, Tmag 12.11 → score 12283",257
TOI-7867.01,197953918,347.25285,-51.342762,14.9505,126433.0201847,0.9016573,2460903.866796,PC,2026-08-25 12:05:28,12282.344201212076,"depth 126433 ppm, duration 0.90 h, Tmag 14.95 → score 12282",258
TOI-2617.01,260537454,96.953582,-58.051575,13.1982,28370.0,3.504,2460935.687846,PC,2026-06-04 16:00:02,12175.908745554074,"depth 28370 ppm, duration 3.50 h, Tmag 13.20 → score 12176",259
TOI-7082.01,22740615,202.249317,40.195722,14.2582,81734.0,1.118,2460393.685953,PC,2026-07-17 12:03:25,12161.402301505046,"depth 81734 ppm, duration 1.12 h, Tmag 14.26 → score 12161",260
TOI-5597.01,85284138,144.441228,34.849412,13.4913,39470.0,2.359,2459634.509247,PC,2024-08-22 10:08:01,12144.261125526942,"depth 39470 ppm, duration 2.36 h, Tmag 13.49 → score 12144",261
TOI-943.01,399871011,74.555144,8.980825,11.0412,8020.0,5.963,2458444.27026,PC,2021-10-29 12:59:15,12124.581941575696,"depth 8020 ppm, duration 5.96 h, Tmag 11.04 → score 12125",262
TOI-7833.01,447419723,252.408002,-62.62692,13.1865,24446.9296625,4.6172913,2460847.329127,PC,2026-06-26 12:03:39,12109.269931367635,"depth 24447 ppm, duration 4.62 h, Tmag 13.19 → score 12109",263
TOI-5564.01,127505658,80.947217,35.417549,11.6871,10000.0,6.902,2459600.588807,PC,2025-08-27 12:03:56,12080.015109036012,"depth 10000 ppm, duration 6.90 h, Tmag 11.69 → score 12080",264
TOI-5148.01,291517604,261.241401,-58.633055,10.0143,4940.0,6.023,2460846.522234,PC,2026-08-24 10:08:02,12044.073037990318,"depth 4940 ppm, duration 6.02 h, Tmag 10.01 → score 12044",265
TOI-5350.01,68808155,74.402302,21.601976,11.1846,9830.0,4.457,2459520.679657,PC,2024-08-22 10:08:01,12026.931429225024,"depth 9830 ppm, duration 4.46 h, Tmag 11.18 → score 12027",266
TOI-4173.01,358613376,175.198472,79.612558,12.6361,20740.0,3.809,2459942.653105,PC,2026-07-17 12:03:25,12022.484847471065,"depth 20740 ppm, duration 3.81 h, Tmag 12.64 → score 12022",267
TOI-2984.01,168405330,166.534888,-25.014827,11.9316,20340.0,2.067,2459303.209992,APC,2025-04-26 12:03:08,12014.375099956984,"depth 20340 ppm, duration 2.07 h, Tmag 11.93 → score 12014",268
TOI-7799.01,309845124,284.293943,-15.426038,14.6213,90712.375959,1.2353523,2460827.357322,PC,2026-09-14 12:04:52,12003.33581119331,"depth 90712 ppm, duration 1.24 h, Tmag 14.62 → score 12003",269
TOI-7574.01,159084486,88.418011,5.643111,11.7771,16973.8319684,2.564873,2460683.832618,PC,2026-07-21 12:03:42,11992.033457216807,"depth 16974 ppm, duration 2.56 h, Tmag 11.78 → score 11992",270
TOI-6160.01,294904059,302.555645,53.578624,12.4261,21776.0,2.833,2459832.762752,PC,2024-08-22 10:08:01,11991.717672194985,"depth 21776 ppm, duration 2.83 h, Tmag 12.43 → score 11992",271
TOI-1970.01,162695785,190.720365,-53.688304,11.0048,11049.7594662,2.9695871,2459308.323706,PC,2025-07-09 16:00:02,11987.83780357823,"depth 11050 ppm, duration 2.97 h, Tmag 11.00 → score 11988",272
TOI-2783.01,302976834,83.450594,16.810667,12.373,20290.0,3.102,2459547.674708,PC,2025-12-09 12:03:42,11981.272444114511,"depth 20290 ppm, duration 3.10 h, Tmag 12.37 → score 11981",273
TOI-7125.01,272829240,356.773197,60.249859,13.9933,43934.0,2.924,2460435.644849,PC,2026-06-17 12:03:35,11943.439936615088,"depth 43934 ppm, duration 2.92 h, Tmag 13.99 → score 11943",274
TOI-2549.01,80711765,121.98269,-44.666911,11.732,11067.0819039,5.7405699,2459230.288533,PC,2026-04-25 12:03:56,11942.92290396046,"depth 11067 ppm, duration 5.74 h, Tmag 11.73 → score 11943",275
TOI-1274.01,459969957,254.816154,65.747438,11.8994,13910.0,4.215,2459736.340774,PC,2022-10-11 16:02:02,11908.19449950309,"depth 13910 ppm, duration 4.21 h, Tmag 11.90 → score 11908",276
TOI-2989.01,97825640,171.231675,-27.062362,12.7103,28060.0,2.18,2459302.224996,PC,2024-08-22 10:08:01,11892.02773729716,"depth 28060 ppm, duration 2.18 h, Tmag 12.71 → score 11892",277
TOI-6549.01,290777444,84.858988,-52.933311,12.2311,14668.3220679,5.1261164,2460042.872392,PC,2025-11-15 12:04:02,11886.51845165559,"depth 14668 ppm, duration 5.13 h, Tmag 12.23 → score 11887",278
TOI-577.01,410094645,133.258916,-22.198143,12.4167,21380.0,2.862,2459277.162004,APC,2021-10-29 12:59:15,11885.091116750848,"depth 21380 ppm, duration 2.86 h, Tmag 12.42 → score 11885",279
TOI-6808.01,261680542,21.604688,-79.610747,12.3079,19894.0,2.988,2460177.656706,PC,2025-10-16 12:03:52,11880.436849968686,"depth 19894 ppm, duration 2.99 h, Tmag 12.31 → score 11880",280
TOI-2901.01,295093397,140.609503,-52.043622,11.9357,13990.0,4.283,2459303.994531,PC,2024-08-22 10:08:01,11872.761716132878,"depth 13990 ppm, duration 4.28 h, Tmag 11.94 → score 11873",281
TOI-2745.01,237770757,104.377746,3.994035,11.9685,16170.0,3.299,2459211.945554,APC,2025-01-08 12:03:11,11863.181575536522,"depth 16170 ppm, duration 3.30 h, Tmag 11.97 → score 11863",282
TOI-5322.01,336691874,6.529337,14.336428,12.0075,13384.0,4.975,2459872.580817,PC,2025-09-19 12:04:41,11843.565616395472,"depth 13384 ppm, duration 4.97 h, Tmag 12.01 → score 11844",283
TOI-5684.01,32260988,233.688677,-9.344444,12.4344,29080.0,1.561,2459716.552601,PC,2026-07-15 12:03:17,11841.749061743303,"depth 29080 ppm, duration 1.56 h, Tmag 12.43 → score 11842",284
TOI-3273.01,372443687,318.360827,-66.481594,12.3525,20630.0,2.874,2459052.958371,PC,2024-08-22 10:08:01,11837.026227105685,"depth 20630 ppm, duration 2.87 h, Tmag 12.35 → score 11837",285
TOI-3344.01,57093805,272.450977,-31.891545,10.9308,9310.0,3.793,2458678.653544,PC,2024-08-22 10:08:01,11810.84859695285,"depth 9310 ppm, duration 3.79 h, Tmag 10.93 → score 11811",286
TOI-2605.01,146776480,124.356588,-34.466852,10.4767,12106.6702221,1.4716288,2459978.593736,APC,2024-01-25 12:02:44,11791.901747387512,"depth 12107 ppm, duration 1.47 h, Tmag 10.48 → score 11792",287
TOI-3564.01,193482096,305.940369,46.103142,12.2617,15662.5623222,4.550493,2459820.105064,PC,2025-10-31 12:04:28,11791.03795642951,"depth 15663 ppm, duration 4.55 h, Tmag 12.26 → score 11791",288
TOI-6218.01,202283090,5.111293,48.767772,11.702,16586.0,2.42,2459878.34576,PC,2025-09-19 12:04:41,11782.822734663865,"depth 16586 ppm, duration 2.42 h, Tmag 11.70 → score 11783",289
TOI-6283.01,361218772,143.84218,-65.216181,9.3478,4697.0,3.449,2459287.316463,PC,2026-08-27 12:03:39,11778.965706383164,"depth 4697 ppm, duration 3.45 h, Tmag 9.35 → score 11779",290
TOI-5816.01,194076601,307.215708,42.224014,11.2546,7660.0,7.501,2459842.062383,PC,2024-09-23 12:03:08,11772.490600564404,"depth 7660 ppm, duration 7.50 h, Tmag 11.25 → score 11772",291
TOI-6124.01,269488987,315.220171,39.39179,12.3101,22441.0,2.303,2459850.465827,PC,2024-11-21 12:03:02,11753.553127352474,"depth 22441 ppm, duration 2.30 h, Tmag 12.31 → score 11754",292
TOI-4391.01,66620917,236.069274,-54.320889,7.301,1670.0,4.122,2459377.163409,PC,2021-10-29 12:59:15,11750.881991282915,"depth 1670 ppm, duration 4.12 h, Tmag 7.30 → score 11751",293
TOI-2367.01,441159680,333.111347,-26.92637,12.3193,17690.0,3.734,2459084.78676,PC,2021-10-29 12:59:15,11747.75794856798,"depth 17690 ppm, duration 3.73 h, Tmag 12.32 → score 11748",294
TOI-4768.01,108940329,112.650574,-28.912866,10.4397,7988.0,3.233,2459979.776645,PC,2025-02-03 12:03:45,11730.078229764975,"depth 7988 ppm, duration 3.23 h, Tmag 10.44 → score 11730",295
TOI-5743.01,308300731,267.904353,24.427455,10.4748,9918.0,2.159,2460494.575115,PC,2026-03-31 12:08:36,11710.904114736286,"depth 9918 ppm, duration 2.16 h, Tmag 10.47 → score 11711",296
TOI-5836.01,354727907,289.449596,19.148045,14.5478,71390.0,1.773,2459786.404289,PC,2025-07-22 12:04:25,11706.626159070427,"depth 71390 ppm, duration 1.77 h, Tmag 14.55 → score 11707",297
TOI-5971.01,160432093,322.75454,30.003448,10.9852,8891.5603147,4.2579634,2459828.685263,PC,2026-09-02 12:03:54,11655.71556674185,"depth 8892 ppm, duration 4.26 h, Tmag 10.99 → score 11656",298
TOI-1895.01,384159646,243.713459,-81.680597,9.7556,4627.3105593,5.0652033,2459362.934319,PC,2025-07-22 12:04:25,11654.86073537589,"depth 4627 ppm, duration 5.07 h, Tmag 9.76 → score 11655",299
TOI-2814.01,268187322,116.249354,-48.750526,11.1664,9196.3437964,4.7009896,2459964.94392,PC,2026-09-18 12:03:59,11652.787957158402,"depth 9196 ppm, duration 4.70 h, Tmag 11.17 → score 11653",300
TOI-1653.01,156724719,72.031822,39.966936,9.353,4643.0,3.469,2460658.881015,PC,2025-07-18 16:00:01,11649.3269296649,"depth 4643 ppm, duration 3.47 h, Tmag 9.35 → score 11649",301
TOI-2346.01,317483660,88.092907,-13.372469,11.5584,12390.0,3.705,2459224.055885,PC,2021-10-29 12:59:15,11635.509699517328,"depth 12390 ppm, duration 3.71 h, Tmag 11.56 → score 11636",302
TOI-2840.01,178577607,108.649235,-6.835297,12.9159,29020.0,2.351,2459212.235792,PC,2024-08-22 10:08:01,11618.33039892016,"depth 29020 ppm, duration 2.35 h, Tmag 12.92 → score 11618",303
TOI-1822.01,9392421,167.777848,39.526673,10.7184,7000.0,5.292,2459623.129601,APC,2022-07-12 16:02:02,11567.192357420503,"depth 7000 ppm, duration 5.29 h, Tmag 10.72 → score 11567",304
TOI-3708.01,251652214,46.155455,59.356926,11.9786,13820.0,4.323,2459902.98183,PC,2024-08-22 10:08:01,11552.624587688277,"depth 13820 ppm, duration 4.32 h, Tmag 11.98 → score 11553",305
TOI-4283.01,343952976,276.828678,-77.131653,11.227,13660.0,2.207,2459385.636462,PC,2024-08-22 10:08:01,11533.254244505106,"depth 13660 ppm, duration 2.21 h, Tmag 11.23 → score 11533",306
TOI-5052.01,208151094,244.35621,-59.097565,12.3562,19690.0,2.988,2459381.491256,PC,2025-04-07 12:03:13,11499.951604589749,"depth 19690 ppm, duration 2.99 h, Tmag 12.36 → score 11500",307
TOI-3419.01,145904365,123.149611,-32.776684,12.935,19120.0,5.4,2459265.19095,PC,2024-08-22 10:08:01,11499.653848903787,"depth 19120 ppm, duration 5.40 h, Tmag 12.94 → score 11500",308
TOI-5671.01,23863105,211.00922,38.618331,14.8084,81180.0,1.666,2459685.753346,PC,2023-06-20 12:02:48,11444.75619717853,"depth 81180 ppm, duration 1.67 h, Tmag 14.81 → score 11445",309
TOI-4935.01,412635642,193.181287,-58.931711,11.5845,11750.8364848,4.0812901,2460047.58184,PC,2025-07-09 10:08:02,11443.727713882157,"depth 11751 ppm, duration 4.08 h, Tmag 11.58 → score 11444",310
TOI-7278.01,170440216,298.219091,37.773773,13.4783,30467.0,3.452,2460552.718219,PC,2025-03-07 12:05:24,11407.883727947476,"depth 30467 ppm, duration 3.45 h, Tmag 13.48 → score 11408",311
TOI-4079.01,444558604,19.980843,64.538054,12.1484,19450.0,2.486,2459882.628132,PC,2026-07-30 12:03:44,11402.23973232542,"depth 19450 ppm, duration 2.49 h, Tmag 12.15 → score 11402",312
TOI-2243.01,1990842033,310.483615,-38.878009,10.8068,7850.0,4.428,2459040.094,APC,2021-10-29 12:59:15,11392.353772004488,"depth 7850 ppm, duration 4.43 h, Tmag 10.81 → score 11392",313
TOI-6505.01,376800517,153.470526,-63.490143,14.1994,40821.0,3.711,2460020.4559,PC,2024-08-22 10:08:01,11369.702908621444,"depth 40821 ppm, duration 3.71 h, Tmag 14.20 → score 11370",314
TOI-5518.01,386620582,124.152799,16.392612,10.927,9280.0,3.524,2459572.280265,APC,2024-08-22 10:08:01,11367.525211744201,"depth 9280 ppm, duration 3.52 h, Tmag 10.93 → score 11368",315
TOI-2121.01,88996391,263.944366,36.196492,11.9441,19508.6953576,2.0259086,2459718.98744,APC,2026-09-18 16:00:01,11342.744537652965,"depth 19509 ppm, duration 2.03 h, Tmag 11.94 → score 11343",316
TOI-4909.01,272211398,180.114014,-47.243939,10.609,6183.9678461,5.8782939,2459316.775014,PC,2026-09-21 12:04:02,11326.425447611859,"depth 6184 ppm, duration 5.88 h, Tmag 10.61 → score 11326",317
TOI-7706.01,25004866,30.608811,-11.168296,11.4384,11992.2628563,3.3388274,2460938.845562,PC,2026-03-06 12:03:41,11298.430633284828,"depth 11992 ppm, duration 3.34 h, Tmag 11.44 → score 11298",318
TOI-5834.01,281118572,294.34447,6.680285,12.231,23590.0,1.79,2459792.712699,PC,2025-09-19 12:04:41,11296.77441367018,"depth 23590 ppm, duration 1.79 h, Tmag 12.23 → score 11297",319
TOI-1311.01,378159598,294.722734,41.565154,10.5819,9589.5543586,2.3689701,2459392.643721,APC,2026-09-18 16:00:01,11290.111083031536,"depth 9590 ppm, duration 2.37 h, Tmag 10.58 → score 11290",320
TOI-4497.01,436166416,306.396098,27.816089,10.3544,7820.0,2.887,2459440.840426,PC,2022-12-12 16:02:01,11286.262447235578,"depth 7820 ppm, duration 2.89 h, Tmag 10.35 → score 11286",321
TOI-6971.01,354031707,168.416829,51.177452,8.49335,2199.8936304,6.5543918,2460343.972407,PC,2025-02-14 12:03:07,11271.919577284187,"depth 2200 ppm, duration 6.55 h, Tmag 8.49 → score 11272",322
TOI-6706.01,411731278,214.272868,-55.521705,8.239,3661.6696028,1.8699103,2458597.457184,PC,2025-04-11 12:03:11,11266.513507037103,"depth 3662 ppm, duration 1.87 h, Tmag 8.24 → score 11267",323
TOI-3459.01,335860261,214.500086,-62.35522,12.2014,14020.0,4.903,2459354.893919,PC,2024-08-22 10:08:01,11264.163878671292,"depth 14020 ppm, duration 4.90 h, Tmag 12.20 → score 11264",324
TOI-1829.01,235905185,290.877426,78.754217,12.8784,24300.0,3.044,2459775.884516,PC,2026-05-16 12:04:04,11262.857714809872,"depth 24300 ppm, duration 3.04 h, Tmag 12.88 → score 11263",325
TOI-4695.01,139550876,64.197037,-21.610135,12.4332,20160.0,2.924,2459155.04089,PC,2024-08-22 10:08:01,11241.886905064395,"depth 20160 ppm, duration 2.92 h, Tmag 12.43 → score 11242",326
TOI-392.01,328350926,46.93171,0.860922,8.300901,4907.2475531,1.0946576,2458411.598258,APC,2024-09-19 10:08:01,11227.858104166386,"depth 4907 ppm, duration 1.09 h, Tmag 8.30 → score 11228",327
TOI-5091.01,438073782,95.635062,14.017632,11.4438,11340.0,3.705,2459546.828897,PC,2025-12-09 12:03:42,11226.571863644802,"depth 11340 ppm, duration 3.71 h, Tmag 11.44 → score 11227",328
TOI-831.01,307610438,229.033411,-38.87541,8.8098,4445.0857356,2.1307551,2458597.273868,APC,2024-09-09 10:08:01,11225.0144887593,"depth 4445 ppm, duration 2.13 h, Tmag 8.81 → score 11225",329
TOI-2602.01,191928543,136.507536,-39.548224,11.83,10621.8735536,6.0205683,2459991.062533,APC,2023-10-17 16:02:02,11220.69792847589,"depth 10622 ppm, duration 6.02 h, Tmag 11.83 → score 11221",330
TOI-6889.01,282794970,199.484552,16.418007,13.2247,26790.7015542,3.4172956,2459665.724956,PC,2026-09-21 12:04:02,11217.223162799763,"depth 26791 ppm, duration 3.42 h, Tmag 13.22 → score 11217",331
TOI-3604.01,330135981,333.501055,56.918981,11.7344,19028.8653052,1.7165498,2459825.95299,PC,2024-09-06 10:08:02,11216.596466574949,"depth 19029 ppm, duration 1.72 h, Tmag 11.73 → score 11217",332
TOI-308.01,281710229,11.484724,-55.922662,11.7628,17010.0,2.201,2459108.717597,APC,2022-03-29 16:02:01,11206.095903048901,"depth 17010 ppm, duration 2.20 h, Tmag 11.76 → score 11206",333
TOI-2536.01,20299658,90.963936,-39.546448,12.7022,13054.0547159,8.8239957,2459191.600297,PC,2025-03-26 12:03:41,11172.18381766806,"depth 13054 ppm, duration 8.82 h, Tmag 12.70 → score 11172",334
TOI-5620.01,165414210,159.708601,27.415505,11.9683,17910.0,2.384,2459630.841495,PC,2024-08-22 10:08:01,11170.914077214658,"depth 17910 ppm, duration 2.38 h, Tmag 11.97 → score 11171",335
TOI-1999.01,447206604,156.995108,-48.428547,10.4109,8814.0,2.345,2460033.285881,APC,2023-05-05 16:02:01,11170.290550508656,"depth 8814 ppm, duration 2.35 h, Tmag 10.41 → score 11170",336
TOI-3697.01,470783598,23.042846,54.276292,11.7635,15252.0,2.698,2459894.131358,APC,2024-09-07 10:08:02,11121.100598267369,"depth 15252 ppm, duration 2.70 h, Tmag 11.76 → score 11121",337
TOI-4553.01,383721338,278.186572,43.25282,10.4895,5194.3258042,7.1852402,2459422.817477,PC,2026-07-10 12:04:13,11113.473850221388,"depth 5194 ppm, duration 7.19 h, Tmag 10.49 → score 11113",338
TOI-7081.01,142385671,197.300194,65.3161,13.4426,26352.0,4.223,2460394.126272,PC,2026-07-15 12:03:17,11094.407729186709,"depth 26352 ppm, duration 4.22 h, Tmag 13.44 → score 11094",339
TOI-5852.01,387844266,306.528142,1.775949,13.4781,38380.0,2.056,2459788.337798,PC,2025-02-14 12:03:07,11091.659416872086,"depth 38380 ppm, duration 2.06 h, Tmag 13.48 → score 11092",340
TOI-6277.01,462206806,150.46383,-55.660373,11.9905,16371.2496269,2.8544595,2460016.245278,PC,2025-07-09 16:00:02,11059.710866127443,"depth 16371 ppm, duration 2.85 h, Tmag 11.99 → score 11060",341
TOI-5300.01,267215820,356.481137,0.458798,12.4559,24470.0,1.958,2459470.418163,PC,2024-08-22 10:08:01,11049.950005141296,"depth 24470 ppm, duration 1.96 h, Tmag 12.46 → score 11050",342
TOI-2526.01,380836882,270.134849,-65.613808,11.0586,7890.0,5.197,2459381.86834,PC,2023-01-24 16:02:02,11046.720393938958,"depth 7890 ppm, duration 5.20 h, Tmag 11.06 → score 11047",343
TOI-5686.01,255928426,247.460912,37.69456,12.012,14790.0,3.559,2459738.845604,PC,2024-09-08 12:03:04,11046.69003299425,"depth 14790 ppm, duration 3.56 h, Tmag 12.01 → score 11047",344
TOI-4441.01,23982469,276.123535,32.065393,11.0477,8101.7247421,4.8649118,2459391.449451,PC,2026-07-10 12:04:13,11029.986206689902,"depth 8102 ppm, duration 4.86 h, Tmag 11.05 → score 11030",345
TOI-5278.01,264301607,295.80865,66.571374,14.9343,104138.5602976,1.0529945,2459825.576076,PC,2024-11-04 12:03:18,11014.49577583481,"depth 104139 ppm, duration 1.05 h, Tmag 14.93 → score 11014",346
TOI-2741.01,283303192,104.005957,-0.442588,11.7299,12890.0,3.575,2459210.246781,PC,2024-11-11 12:03:10,10987.80492426257,"depth 12890 ppm, duration 3.58 h, Tmag 11.73 → score 10988",347
TOI-5913.01,289313987,314.865755,20.099913,11.7685,9641.0,6.614,2459819.81816,APC,2024-08-22 10:08:01,10981.310667365595,"depth 9641 ppm, duration 6.61 h, Tmag 11.77 → score 10981",348
TOI-3178.01,381996371,208.700857,-62.685154,12.0729,14410.0,3.911,2459359.115509,PC,2024-09-01 12:02:56,10970.537057805797,"depth 14410 ppm, duration 3.91 h, Tmag 12.07 → score 10971",349
TOI-2553.01,238542895,121.852319,-49.602939,11.8225,11925.6417552,4.5181283,2459232.131956,PC,2025-07-09 16:00:02,10951.183060285039,"depth 11926 ppm, duration 4.52 h, Tmag 11.82 → score 10951",350
TOI-3031.01,460686828,158.389233,-61.716692,12.4404,19930.0,2.846,2459330.952451,PC,2024-08-22 10:08:01,10928.102166803808,"depth 19930 ppm, duration 2.85 h, Tmag 12.44 → score 10928",351
TOI-4823.01,348756659,134.192296,-12.572658,12.3474,18231.0352508,3.1192423,2459964.280868,PC,2023-08-10 16:02:02,10923.35093917885,"depth 18231 ppm, duration 3.12 h, Tmag 12.35 → score 10923",352
TOI-3076.01,447593267,157.399234,-53.658868,11.8468,18530.0,1.902,2459331.762318,PC,2024-08-22 10:08:01,10917.436526199881,"depth 18530 ppm, duration 1.90 h, Tmag 11.85 → score 10917",353
TOI-3396.01,56630436,127.140149,-34.630225,12.5443,14835.6486181,5.6018512,2459968.456564,PC,2024-09-10 10:08:02,10879.584831038881,"depth 14836 ppm, duration 5.60 h, Tmag 12.54 → score 10880",354
TOI-3761.01,275703182,48.669955,66.920775,12.8508,27610.0,2.136,2458812.228444,PC,2025-04-22 12:03:00,10856.929827308351,"depth 27610 ppm, duration 2.14 h, Tmag 12.85 → score 10857",355
TOI-5871.01,373816781,320.850391,39.813037,12.7966,26070.0,2.275,2459822.281701,PC,2024-08-22 10:08:01,10847.052237925787,"depth 26070 ppm, duration 2.27 h, Tmag 12.80 → score 10847",356
TOI-5581.01,456306892,118.065411,70.165569,11.8294,12678.4309522,3.9439149,2459390.959117,PC,2026-01-15 16:00:02,10842.995498116274,"depth 12678 ppm, duration 3.94 h, Tmag 11.83 → score 10843",357
TOI-317.01,402319411,353.540235,-14.860039,12.9238,24223.6280838,2.9439229,2459090.203596,PC,2024-09-19 10:08:01,10812.90546035807,"depth 24224 ppm, duration 2.94 h, Tmag 12.92 → score 10813",358
TOI-2969.01,36452991,150.062625,-47.445244,11.9361,22920.0,1.322,2459303.300083,PC,2024-08-22 10:08:01,10804.640987076431,"depth 22920 ppm, duration 1.32 h, Tmag 11.94 → score 10805",359
TOI-4121.01,157218656,267.707093,16.774858,11.6881,14440.0,2.646,2459768.021818,PC,2024-08-22 10:08:01,10795.483877802699,"depth 14440 ppm, duration 2.65 h, Tmag 11.69 → score 10795",360
TOI-2672.01,129372561,118.897492,-25.86546,10.6734,7404.3059814,3.9269424,2460698.460263,APC,2025-07-10 10:08:01,10760.479467673948,"depth 7404 ppm, duration 3.93 h, Tmag 10.67 → score 10760",361
TOI-3593.01,162289289,331.506364,34.211658,11.488,13607.9927553,2.4584304,2459826.449559,PC,2024-09-10 10:08:02,10752.836151192065,"depth 13608 ppm, duration 2.46 h, Tmag 11.49 → score 10753",362
TOI-4706.01,37117064,90.488285,-29.136423,11.4558,9100.0,5.289,2458483.114646,PC,2024-08-22 10:08:01,10704.544103529382,"depth 9100 ppm, duration 5.29 h, Tmag 11.46 → score 10705",363
TOI-3969.01,252049912,353.643525,54.541652,12.5806,17145.0,4.195,2459876.29526,PC,2024-08-22 10:08:01,10699.992469455223,"depth 17145 ppm, duration 4.20 h, Tmag 12.58 → score 10700",364
TOI-3309.01,365021641,271.991949,-49.555097,11.8633,12910.0,3.802,2459382.076495,PC,2024-08-22 10:08:01,10672.650765992368,"depth 12910 ppm, duration 3.80 h, Tmag 11.86 → score 10673",365
TOI-3400.01,437215469,123.624724,-19.590655,12.6659,17890.0,4.141,2459252.997055,PC,2024-08-22 10:08:01,10665.542627636069,"depth 17890 ppm, duration 4.14 h, Tmag 12.67 → score 10666",366
TOI-3602.01,331146317,325.972143,54.574269,11.7506,14252.9367639,2.8056588,2459827.140919,PC,2024-09-08 10:08:02,10661.094321510775,"depth 14253 ppm, duration 2.81 h, Tmag 11.75 → score 10661",367
TOI-5288.01,857186,327.719173,-8.635946,12.2037,18330.0,2.565,2459465.891746,PC,2024-08-22 10:08:01,10640.600787146439,"depth 18330 ppm, duration 2.56 h, Tmag 12.20 → score 10641",368
TOI-496.01,88977253,123.097668,-5.768659,12.33,22690.263354,1.876437,2458492.708311,APC,2021-12-08 10:10:01,10629.345664872391,"depth 22690 ppm, duration 1.88 h, Tmag 12.33 → score 10629",369
TOI-6492.01,47143972,145.012087,-10.977168,14.2991,46413.0,2.747,2459262.1237,PC,2025-04-22 12:03:00,10623.043761598054,"depth 46413 ppm, duration 2.75 h, Tmag 14.30 → score 10623",370
TOI-3726.01,122695048,77.298277,38.228572,13.0789,27037.3771224,2.6166045,2460290.432392,PC,2025-12-09 12:03:42,10593.844664639266,"depth 27037 ppm, duration 2.62 h, Tmag 13.08 → score 10594",371
TOI-6120.01,435851868,343.883119,22.563967,12.3983,22574.0,1.997,2459852.217468,PC,2025-09-19 12:04:41,10571.522857319902,"depth 22574 ppm, duration 2.00 h, Tmag 12.40 → score 10572",372
TOI-4432.01,198610218,271.308219,47.911223,12.5386,27645.4859583,1.5149962,2459771.229475,APC,2022-10-11 16:02:02,10570.852190035994,"depth 27645 ppm, duration 1.51 h, Tmag 12.54 → score 10571",373
TOI-3922.01,1101855081,228.833287,40.267196,12.251,22610.0,1.734,2459715.758828,PC,2024-08-22 10:08:01,10559.05638287443,"depth 22610 ppm, duration 1.73 h, Tmag 12.25 → score 10559",374
TOI-1834.01,71612483,202.294251,31.401916,11.4951,15450.0,1.847,2459689.763585,APC,2022-12-12 16:02:01,10547.315361604604,"depth 15450 ppm, duration 1.85 h, Tmag 11.50 → score 10547",375
TOI-978.01,73038411,120.204125,-2.010837,10.339,5697.0,4.668,2459977.379099,PC,2023-04-04 16:02:02,10529.594416004018,"depth 5697 ppm, duration 4.67 h, Tmag 10.34 → score 10530",376
TOI-4938.01,457018819,201.741869,-55.915198,12.4741,20130.0,2.665,2459357.454607,PC,2024-08-22 10:08:01,10516.527978263119,"depth 20130 ppm, duration 2.67 h, Tmag 12.47 → score 10517",377
TOI-2757.01,147125706,104.335512,-14.109962,12.6603,21800.0,2.694,2459221.43807,PC,2024-08-22 10:08:01,10509.820273409456,"depth 21800 ppm, duration 2.69 h, Tmag 12.66 → score 10510",378
TOI-2750.01,235300016,103.285033,10.65591,11.8145,12560.0,3.723,2459223.251021,PC,2024-08-22 10:08:01,10508.389396018432,"depth 12560 ppm, duration 3.72 h, Tmag 11.81 → score 10508",379
